,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
3061,50,Female,Bachelor's Degree,Senior Project Engineer,25,177862,Canada,White
3062,26,Male,Master's Degree,Full Stack Engineer,4,91062,China,Korean
3063,31,Female,Master's Degree,Senior Software Engineer,6,114290,Canada,Asian
3064,35,Male,Bachelor's Degree,Front end Developer,10,128999,USA,Asian
3065,44,Female,PhD,Software Engineer Manager,18,162454,USA,African American
3066,32,Male,Master's Degree,Senior Project Engineer,8,122354,Canada,White
3067,54,Male,Bachelor's Degree,Full Stack Engineer,25,179756,UK,Mixed
3068,26,Female,Master's Degree,Front end Developer,3,73218,Canada,White
3069,23,Male,PhD,Software Engineer Manager,0,52612,UK,White
3070,48,Female,Master's Degree,Senior Software Engineer,23,185038,Canada,White
3071,38,Male,Bachelor's Degree,Back end Developer,12,132442,UK,Asian
3072,30,Female,Master's Degree,Full Stack Engineer,5,102828,USA,Hispanic
3073,40,Male,Master's Degree,Software Engineer Manager,16,150301,Canada,Black
3074,45,Female,Bachelor's Degree,Senior Project Engineer,22,171468,Canada,Black
3075,36,Male,Master's Degree,Full Stack Engineer,13,147326,Australia,Australian
3076,52,Male,PhD,Software Engineer Manager,26,185982,Canada,Asian
3077,31,Female,Bachelor's Degree,Senior Software Engineer,7,108267,Australia,Australian
3078,26,Male,Master's Degree,Full Stack Engineer,3,91397,Canada,Black
3079,30,Female,Master's Degree,Senior Project Engineer,5,100867,Canada,Black
3080,24,Male,Bachelor's Degree,Back end Developer,2,64182,UK,Asian
3081,45,Male,Master's Degree,Senior Software Engineer,22,182506,USA,African American
3082,33,Female,Master's Degree,Full Stack Engineer,9,136986,Australia,Asian
3083,38,Male,Bachelor's Degree,Front end Developer,11,136662,USA,Hispanic
3084,54,Female,PhD,Software Engineer Manager,32,191510,China,Chinese
3085,42,Male,Master's Degree,Full Stack Engineer,19,177347,UK,Welsh
3086,28,Female,Bachelor's Degree,Senior Project Engineer,4,82944,China,Chinese
3087,48,Male,PhD,Software Engineer Manager,23,188288,Canada,Black
3088,36,Female,Master's Degree,Senior Software Engineer,14,141090,UK,Mixed
3089,43,Male,Bachelor's Degree,Full Stack Engineer,19,152726,Australia,Australian
3090,33,Female,Master's Degree,Back end Developer,9,124141,Australia,Australian
3091,26,Male,Bachelor's Degree,Front end Developer,3,67556,Canada,Asian
3092,50,Female,Master's Degree,Senior Project Engineer,22,182768,China,Chinese
3093,41,Male,PhD,Software Engineer Manager,15,148727,UK,Asian
3094,29,Female,Bachelor's Degree,Full Stack Engineer,6,91903,USA,Asian
3095,38,Male,Master's Degree,Senior Software Engineer,14,147708,USA,White
3096,48,Female,Bachelor's Degree,Senior Project Engineer,21,163209,Australia,Australian
3097,31,Male,Master's Degree,Full Stack Engineer,8,120288,China,White
3098,45,Male,PhD,Software Engineer Manager,21,170226,UK,Welsh
3099,35,Female,Master's Degree,Senior Software Engineer,11,134979,China,Chinese
3100,42,Male,Bachelor's Degree,Back end Developer,16,137489,UK,Mixed
3101,27,Female,Master's Degree,Full Stack Engineer,4,83577,China,Korean
3102,33,Male,Bachelor's Degree,Front end Developer,9,117904,Canada,White
3103,36,Female,Master's Degree,Senior Project Engineer,11,134482,China,Korean
3104,54,Male,PhD,Software Engineer Manager,30,184660,Australia,Australian
3105,30,Female,Bachelor's Degree,Senior Software Engineer,5,100151,UK,Mixed
3106,26,Male,Master's Degree,Full Stack Engineer,3,88678,USA,Asian
3107,45,Female,PhD,Senior Project Engineer,21,181285,Canada,White
3108,38,Male,Master's Degree,Software Engineer Manager,16,154990,USA,White
3109,31,Female,Bachelor's Degree,Full Stack Engineer,7,108204,Canada,Black
3110,42,Male,Master's Degree,Senior Software Engineer,19,175684,Canada,Black
3111,28,Female,Bachelor's Degree,Back end Developer,5,77766,USA,Hispanic
3112,48,Male,PhD,Software Engineer Manager,24,192211,China,Chinese
3113,36,Female,Master's Degree,Full Stack Engineer,13,144647,Canada,Black
3114,43,Male,Bachelor's Degree,Senior Project Engineer,20,162231,China,Chinese
3115,33,Female,Master's Degree,Front end Developer,9,121120,Canada,Asian
3116,26,Male,Bachelor's Degree,Full Stack Engineer,4,79652,Canada,White
3117,50,Female,Master's Degree,Senior Software Engineer,21,177002,Canada,Black
3118,27,Male,Master's Degree,Back end Developer,5,87584,UK,White
3119,38,Female,Bachelor's Degree,Senior Project Engineer,13,131860,China,Chinese
3120,54,Male,PhD,Software Engineer Manager,28,182013,USA,African American
3121,31,Female,Master's Degree,Full Stack Engineer,7,108799,China,White
3122,36,Male,Bachelor's Degree,Senior Software Engineer,13,135378,Canada,Black
3123,45,Female,Master's Degree,Software Engineer Manager,22,183530,USA,Asian
3124,42,Male,Bachelor's Degree,Back end Developer,18,150901,UK,Welsh
3125,28,Female,Master's Degree,Full Stack Engineer,4,82697,UK,White
3126,48,Male,PhD,Senior Software Engineer,26,194638,UK,Asian
3127,36,Female,Master's Degree,Senior Project Engineer,12,130356,Australia,Asian
3128,43,Male,Bachelor's Degree,Full Stack Engineer,18,152560,Australia,Australian
3129,33,Female,Master's Degree,Front end Developer,9,121432,Canada,White
3130,26,Male,Bachelor's Degree,Back end Developer,2,63789,Canada,Black
3131,50,Female,Master's Degree,Senior Software Engineer,23,183690,China,Korean
3132,41,Male,PhD,Software Engineer Manager,16,151310,Australia,Asian
3133,29,Female,Bachelor's Degree,Full Stack Engineer,6,100358,Canada,White
3134,38,Male,Master's Degree,Senior Software Engineer,15,148437,UK,White
3135,48,Female,Bachelor's Degree,Senior Project Engineer,22,168691,Australia,Asian
3136,31,Male,Master's Degree,Full Stack Engineer,8,,Canada,White
3137,28,Male,Bachelor's Degree,Software Developer,1,50000,USA,White
3138,32,Female,Master's Degree,Product Manager,5,100000,Australia,Asian
3139,26,Male,Bachelor's Degree,Software Engineer,2,60000,Canada,White
3140,33,Female,Master's Degree,Data Analyst,6,90000,USA,African American
3141,29,Male,Bachelor's Degree,Front End Developer,3,70000,USA,African American
3142,42,Male,PhD,Director of Data Science,12,170000,Australia,White
3143,36,Female,Master's Degree,Data Scientist,8,130000,Canada,White
3144,27,Male,Bachelor's Degree,Software Developer,1,50000,China,Chinese
3145,34,Female,Master's Degree,Product Manager,7,120000,Australia,Asian
3146,29,Male,Bachelor's Degree,Software Engineer,4,80000,Australia,Australian
3147,41,Female,PhD,Senior Data Scientist,16,200000,Canada,White
3148,34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic
3149,24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,Asian
3150,36,Male,PhD,Director of Data Science,12,170000,USA,White
3151,30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,Asian
3152,29,Male,Bachelor's Degree,Front End Developer,4,80000,Australia,Asian
3153,42,Male,Master's Degree,Product Manager,14,180000,Australia,White
3154,26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American
3155,35,Female,Master's Degree,Data Analyst,9,120000,Australia,White
3156,27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White
3157,48,Male,PhD,Director of Data Science,18,210000,UK,Mixed
3158,34,Male,Master's Degree,Data Scientist,9,140000,Canada,White
3159,23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,Asian
3160,32,Male,Master's Degree,Product Manager,7,110000,Canada,Black
3161,25,Female,Master's Degree,Software Engineer,2,60000,Australia,Asian
3162,37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White
3163,28,Male,Bachelor's Degree,Software Engineer,4,75000,China,White
3164,41,Female,PhD,Director of Data Science,16,200000,Australia,White
3165,34,Male,Master's Degree,Data Analyst,8,100000,USA,African American
3166,24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Mixed
3167,36,Male,PhD,Senior Data Scientist,12,170000,Canada,White
3168,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American
3169,29,Male,Bachelor's Degree,Front End Developer,4,80000,Australia,White
3170,42,Male,Master's Degree,Product Manager,14,180000,UK,Mixed
3171,26,Male,Bachelor's Degree,Software Developer,2,60000,USA,Asian
3172,35,Female,Master's Degree,Data Analyst,9,120000,Australia,Asian
3173,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Australian
3174,48,Male,PhD,Director of Data Science,18,210000,Canada,White
3175,34,Male,Master's Degree,Data Scientist,9,140000,Canada,Asian
3176,23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Welsh
3177,32,Male,Master's Degree,Product Manager,7,110000,Australia,White
3178,25,Female,Master's Degree,Software Engineer,2,60000,UK,Welsh
3179,37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White
3180,28,Male,Bachelor's Degree,Software Engineer,4,75000,China,White
3181,41,Female,PhD,Director of Data Science,16,200000,China,Chinese
3182,34,Male,Master's Degree,Data Analyst,8,100000,UK,Mixed
3183,24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Mixed
3184,36,Male,PhD,Senior Data Scientist,12,170000,Australia,Asian
3185,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian
3186,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,Asian
3187,42,Male,Master's Degree,Product Manager,14,180000,Australia,Asian
3188,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Asian
3189,35,Female,Master's Degree,Data Analyst,9,120000,USA,Hispanic
3190,27,Female,Bachelor's Degree,Software Engineer,3,70000,China,Chinese
3191,48,Male,PhD,Director of Data Science,18,210000,UK,Mixed
3192,34,Male,Master's Degree,Data Scientist,9,140000,USA,Asian
3193,23,Female,Bachelor's Degree,Software Engineer,1,50000,China,Korean
3194,32,Male,Master's Degree,Product Manager,7,110000,Canada,Asian
3195,25,Female,Master's Degree,Software Engineer,2,60000,China,Korean
3196,37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,White
3197,28,Male,Bachelor's Degree,Software Engineer,4,75000,UK,Asian
3198,41,Female,PhD,Director of Data Science,16,200000,USA,White
3199,34,Male,Master's Degree,Data Analyst,8,100000,Canada,Asian
3200,24,Female,Bachelor's Degree,Software Developer,2,55000,USA,White
3201,36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black
3202,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Asian
3203,29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese
3204,42,Male,Master's Degree,Product Manager,14,180000,USA,Asian
3205,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,White
3206,35,Female,Master's Degree,Data Analyst,9,120000,UK,Asian
3207,27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Welsh
3208,48,Male,PhD,Director of Data Science,18,210000,Australia,Asian
3209,34,Male,Master's Degree,Data Scientist,9,140000,Australia,Australian
3210,23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Mixed
3211,32,Male,Master's Degree,Product Manager,7,110000,Canada,White
3212,25,Female,Master's Degree,Software Engineer,2,60000,USA,African American
3213,37,Male,Bachelor's Degree,Data Analyst,11,160000,China,White
3214,28,Male,Bachelor's Degree,Software Engineer,4,75000,Canada,Asian
3215,41,Female,PhD,Director of Data Science,16,200000,UK,White
3216,34,Male,Master's Degree,Data Analyst,8,100000,Australia,Australian
3217,24,Female,Bachelor's Degree,Software Developer,2,55000,China,Chinese
3218,36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black
3219,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White
3220,29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese
3221,42,Male,Master's Degree,Product Manager,14,180000,USA,White
3222,26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American
3223,35,Female,Master's Degree,Data Analyst,9,120000,USA,Asian
3224,27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Asian
3225,48,Male,PhD,Director of Data Science,18,210000,UK,White
3226,34,Male,Master's Degree,Data Scientist,9,140000,UK,Welsh
3227,23,Female,Bachelor's Degree,Software Engineer,1,50000,China,Chinese
3228,32,Male,Master's Degree,Product Manager,7,110000,Canada,Black
3229,25,Female,Master's Degree,Software Engineer,2,60000,USA,White
3230,37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,Black
3231,28,Male,Bachelor's Degree,Software Engineer,4,75000,China,Korean
3232,41,Female,PhD,Director of Data Science,16,200000,Canada,White
3233,34,Male,Master's Degree,Data Analyst,8,100000,Canada,Black
3234,24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,Asian
3235,36,Male,PhD,Senior Data Scientist,12,170000,Australia,White
3236,30,Female,Bachelor's Degree,Software Engineer,5,90000,Australia,White
3237,29,Male,Bachelor's Degree,Front End Developer,4,80000,UK,Asian
3238,42,Male,Master's Degree,Product Manager,14,180000,Canada,Asian
3239,26,Male,Bachelor's Degree,Software Developer,2,60000,China,White
3240,35,Female,Master's Degree,Data Analyst,9,120000,Canada,White
3241,27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White
3242,48,Male,PhD,Director of Data Science,18,210000,USA,White
3243,34,Male,Master's Degree,Data Scientist,9,140000,UK,White
3244,23,Female,Bachelor's Degree,Software Engineer,1,50000,USA,Hispanic
3245,32,Male,Master's Degree,Product Manager,7,110000,USA,African American
3246,25,Female,Master's Degree,Software Engineer,2,60000,UK,Welsh
3247,37,Male,Bachelor's Degree,Data Analyst,11,160000,China,Korean
3248,28,Male,Bachelor's Degree,Software Engineer,4,75000,Australia,Australian
3249,41,Female,PhD,Director of Data Science,16,200000,Australia,Asian
3250,34,Male,Master's Degree,Data Analyst,8,100000,Canada,White
3251,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Asian
3252,36,Male,PhD,Senior Data Scientist,12,170000,Canada,Black
3253,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White
3254,29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,African American
3255,42,Male,Master's Degree,Product Manager,14,180000,Canada,White
3256,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Australian
3257,35,Female,Master's Degree,Data Analyst,9,120000,Canada,White
3258,27,Female,Bachelor's Degree,Software Engineer,3,70000,UK,Welsh
3259,48,Male,PhD,Director of Data Science,18,210000,USA,White
3260,34,Male,Master's Degree,Data Scientist,9,140000,UK,Welsh
3261,30,Female,Bachelor's Degree,Software Engineer,4,80000,USA,Asian
3262,29,Male,Bachelor's Degree,Front End Developer,3,70000,UK,Welsh
3263,42,Male,Master's Degree,Product Manager,14,180000,USA,Hispanic
3264,26,Male,Bachelor's Degree,Software Developer,2,60000,USA,African American
3265,35,Female,Master's Degree,Data Analyst,9,120000,UK,White
3266,27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian
3267,48,Male,PhD,Director of Data Science,18,210000,UK,Welsh
3268,34,Male,Master's Degree,Data Scientist,9,140000,China,Chinese
3269,23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Asian
3270,32,Male,Master's Degree,Product Manager,7,110000,USA,African American
3271,25,Female,Master's Degree,Software Engineer,2,60000,Canada,Asian
3272,37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,Mixed
3273,28,Male,Bachelor's Degree,Software Engineer,4,75000,UK,Asian
3274,41,Female,PhD,Director of Data Science,16,200000,Australia,Asian
3275,34,Male,Master's Degree,Data Analyst,8,100000,Australia,Asian
3276,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,White
3277,36,Male,PhD,Senior Data Scientist,12,170000,UK,White
3278,30,Female,Bachelor's Degree,Software Engineer,5,90000,China,White
3279,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,Black
3280,42,Male,Master's Degree,Product Manager,14,180000,Australia,Australian
3281,26,Male,Bachelor's Degree,Software Developer,2,60000,UK,White
3282,35,Female,Master's Degree,Data Analyst,9,120000,Australia,White
3283,27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,African American
3284,48,Male,PhD,Director of Data Science,18,210000,Australia,Australian
3285,34,Male,Master's Degree,Data Scientist,9,140000,Australia,White
3286,23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,Australian
3287,32,Male,Master's Degree,Product Manager,7,110000,China,Korean
3288,25,Female,Master's Degree,Software Engineer,2,60000,UK,White
3289,37,Male,Bachelor's Degree,Data Analyst,11,160000,UK,White
3290,28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,African American
3291,41,Female,PhD,Director of Data Science,16,200000,China,Korean
3292,34,Male,Master's Degree,Data Analyst,8,100000,USA,Asian
3293,24,Female,Bachelor's Degree,Software Developer,2,55000,UK,White
3294,36,Male,PhD,Senior Data Scientist,12,170000,Australia,White
3295,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,White
3296,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,White
3297,42,Male,Master's Degree,Product Manager,14,180000,Australia,White
3298,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,Australian
3299,35,Female,Master's Degree,Data Analyst,9,120000,China,Korean
3300,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Asian
3301,48,Male,PhD,Director of Data Science,18,210000,USA,White
3302,34,Male,Master's Degree,Data Scientist,9,140000,China,Chinese
3303,23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,White
3304,32,Male,Master's Degree,Product Manager,7,110000,Australia,Asian
3305,25,Female,Master's Degree,Software Engineer,2,60000,China,Chinese
3306,37,Male,Bachelor's Degree,Data Analyst,11,160000,China,White
3307,28,Male,Bachelor's Degree,Software Engineer,4,75000,Canada,Asian
3308,41,Female,PhD,Director of Data Science,16,200000,UK,Mixed
3309,34,Male,Master's Degree,Data Analyst,8,100000,UK,Welsh
3310,24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,White
3311,36,Male,PhD,Senior Data Scientist,12,170000,USA,Asian
3312,30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,Asian
3313,29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian
3314,42,Male,Master's Degree,Product Manager,14,180000,UK,White
3315,26,Male,Bachelor's Degree,Software Developer,2,60000,UK,Welsh
3316,35,Female,Master's Degree,Data Analyst,9,120000,USA,White
3317,27,Female,Bachelor's Degree,Software Engineer,3,70000,USA,Asian
3318,48,Male,PhD,Director of Data Science,18,210000,China,Chinese
3319,34,Male,Master's Degree,Data Scientist,9,140000,USA,Hispanic
3320,23,Female,Bachelor's Degree,Software Engineer,1,50000,Canada,Black
3321,32,Male,Master's Degree,Product Manager,7,110000,Canada,Black
3322,25,Female,Master's Degree,Software Engineer,2,60000,Canada,Black
3323,37,Male,Bachelor's Degree,Data Analyst,11,160000,Canada,Black
3324,28,Male,Bachelor's Degree,Software Engineer,4,75000,Australia,Australian
3325,41,Female,PhD,Director of Data Science,16,200000,Canada,White
3326,34,Male,Master's Degree,Data Analyst,8,100000,Australia,Australian
3327,24,Female,Bachelor's Degree,Software Developer,2,55000,UK,Welsh
3328,36,Male,PhD,Senior Data Scientist,12,170000,Canada,Asian
3329,30,Female,Bachelor's Degree,Software Engineer,5,90000,Australia,White
3330,29,Male,Bachelor's Degree,Front End Developer,4,80000,UK,Asian
3331,42,Male,Master's Degree,Product Manager,14,180000,UK,Welsh
3332,26,Male,Bachelor's Degree,Software Developer,2,60000,Australia,White
3333,35,Female,Master's Degree,Data Analyst,9,120000,UK,Asian
3334,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,Asian
3335,48,Male,PhD,Director of Data Science,18,210000,Canada,White
3336,34,Male,Master's Degree,Data Scientist,9,140000,Canada,Black
3337,23,Female,Bachelor's Degree,Software Engineer,1,50000,UK,Asian
3338,32,Male,Master's Degree,Product Manager,7,110000,UK,White
3339,25,Female,Master's Degree,Software Engineer,2,60000,China,Korean
3340,37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American
3341,28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic
3342,41,Female,PhD,Director of Data Science,16,200000,China,Korean
3343,34,Male,Master's Degree,Data Analyst,8,100000,USA,African American
3344,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Australian
3345,36,Male,PhD,Senior Data Scientist,12,170000,China,White
3346,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,Hispanic
3347,29,Male,Bachelor's Degree,Front End Developer,4,80000,USA,Asian
3348,42,Male,Master's Degree,Product Manager,14,180000,Australia,White
3349,26,Male,Bachelor's Degree,Software Developer,2,60000,Canada,Asian
3350,35,Female,Master's Degree,Data Analyst,9,120000,China,White
3351,27,Female,Bachelor's Degree,Software Engineer,3,70000,Australia,White
3352,48,Male,PhD,Director of Data Science,18,210000,Canada,Black
3353,34,Male,Master's Degree,Data Scientist,9,140000,UK,Mixed
3354,23,Female,Bachelor's Degree,Software Engineer,1,50000,Australia,White
3355,32,Male,Master's Degree,Product Manager,7,110000,Australia,Australian
3356,25,Female,Master's Degree,Software Engineer,2,60000,USA,White
3357,37,Male,Bachelor's Degree,Data Analyst,11,160000,Australia,Australian
3358,28,Male,Bachelor's Degree,Software Engineer,4,75000,USA,Hispanic
3359,41,Female,PhD,Director of Data Science,16,200000,USA,African American
3360,34,Male,Master's Degree,Data Analyst,8,100000,China,Korean
3361,24,Female,Bachelor's Degree,Software Developer,2,55000,Australia,Asian
3362,36,Male,PhD,Senior Data Scientist,12,170000,UK,Asian
3363,30,Female,Bachelor's Degree,Software Engineer,5,90000,Canada,White
3364,29,Male,Bachelor's Degree,Front End Developer,4,80000,China,Chinese
3365,42,Male,Master's Degree,Product Manager,14,180000,USA,White
3366,26,Male,Bachelor's Degree,Software Developer,2,60000,UK,Mixed
3367,35,Female,Master's Degree,Data Analyst,9,120000,China,White
3368,27,Female,Bachelor's Degree,Software Engineer,3,70000,Canada,White
3369,48,Male,PhD,Director of Data Science,18,210000,Canada,Asian
3370,34,Male,Master's Degree,Data Scientist,9,140000,Australia,Asian
3371,23,Female,Bachelor's Degree,Software Engineer,1,50000,China,White
3372,32,Male,Master's Degree,Product Manager,7,110000,USA,Hispanic
3373,25,Female,Master's Degree,Software Engineer,2,60000,UK,White
3374,37,Male,Bachelor's Degree,Data Analyst,11,160000,USA,African American
3375,28,Male,Bachelor's Degree,Software Engineer,4,75000,China,Chinese
3376,41,Female,PhD,Director of Data Science,16,200000,Canada,White
3377,34,Male,Master's Degree,Data Analyst,8,100000,USA,Hispanic
3378,24,Female,Bachelor's Degree,Software Developer,2,55000,Canada,Black
3379,36,Male,PhD,Senior Data Scientist,12,170000,China,Chinese
3380,30,Female,Bachelor's Degree,Software Engineer,5,90000,USA,African American
3381,29,Male,Bachelor's Degree,Front End Developer,4,80000,Canada,White
3382,42,Male,Master's Degree,Product Manager,14,180000,USA,White
3383,26,Male,Bachelor's Degree,Software Developer,2,60000,China,Chinese
3384,35,Female,Master's Degree,Data Analyst,9,120000,USA,White
3385,28,Male,Master's Degree,Web Developer,5,80000,UK,Asian
3386,30,Female,Bachelor's Degree,Junior HR Coordinator,4,60000,Canada,White
3387,25,Male,Bachelor's Degree,Junior Web Developer,2,50000,China,White
3388,45,Female,Master's Degree,Senior Human Resources Manager,18,160000,Canada,Asian
3389,33,Male,PhD,Director of HR,9,120000,Australia,Asian
3390,22,Female,High School,Junior HR Generalist,0,40000,USA,Hispanic
3391,36,Male,Bachelor's Degree,Web Developer,10,100000,Australia,Australian
3392,29,Female,Master's Degree,Senior HR Generalist,4,75000,Canada,Black
3393,42,Male,PhD,Director of HR,16,140000,Australia,Australian
3394,27,Female,Bachelor's Degree,Junior HR Coordinator,2,50000,Australia,Australian
3395,38,Male,Master's Degree,Senior Human Resources Manager,11,110000,UK,Asian
3396,24,Female,Bachelor's Degree,Web Developer,1,45000,USA,Hispanic
3397,31,Male,High School,Junior Web Developer,4,55000,UK,Mixed
3398,39,Female,PhD,Director of HR,13,130000,USA,Asian
3399,26,Male,Bachelor's Degree,Junior HR Generalist,2,50000,China,White
3400,32,Female,Master's Degree,Senior HR Generalist,7,80000,USA,White
3401,32,Male,Bachelor's Degree,Junior Web Developer,2,45000,China,White
3402,24,Female,High School,Junior HR Generalist,1,32000,USA,Hispanic
3403,45,Male,PhD,Senior Human Resources Manager,12,120000,USA,Asian
3404,29,Female,Master's Degree,Web Developer,4,65000,USA,White
3405,38,Male,Bachelor's Degree,Senior HR Generalist,8,95000,China,White
3406,27,Female,Master's Degree,Director of HR,5,80000,USA,White
3407,31,Female,High School,Junior HR Coordinator,3,38000,Canada,White
3408,42,Male,Master's Degree,Web Developer,10,110000,Canada,White
3409,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,USA,White
3410,36,Male,Master's Degree,Senior HR Generalist,7,89000,Canada,Black
3411,28,Male,High School,Junior HR Generalist,1,32000,USA,Hispanic
3412,33,Female,Bachelor's Degree,Web Developer,5,70000,UK,Welsh
3413,46,Male,PhD,Director of HR,15,150000,Australia,Australian
3414,25,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,Australian
3415,37,Female,Master's Degree,Senior Human Resources Manager,9,105000,Australia,White
3416,30,Male,Master's Degree,Web Developer,4,65000,USA,White
3417,43,Female,PhD,Director of HR,14,140000,UK,Welsh
3418,34,Male,Bachelor's Degree,Junior Web Developer,3,50000,Australia,Asian
3419,26,Female,High School,Junior HR Generalist,2,35000,USA,White
3420,41,Male,Master's Degree,Senior HR Generalist,11,115000,China,Chinese
3421,29,Female,Master's Degree,Web Developer,5,70000,Australia,White
3422,35,Male,Bachelor's Degree,Web Developer,6,80000,USA,White
3423,27,Female,High School,Junior HR Coordinator,1,30000,Australia,Australian
3424,40,Male,PhD,Director of HR,13,135000,Canada,Black
3425,23,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,White
3426,39,Male,Master's Degree,Senior HR Generalist,10,105000,USA,Asian
3427,31,Male,High School,Junior HR Generalist,2,35000,Canada,White
3428,44,Female,PhD,Senior Human Resources Manager,12,120000,China,Chinese
3429,28,Male,Master's Degree,Web Developer,3,55000,UK,White
3430,32,Female,Bachelor's Degree,Junior Web Developer,2,45000,Canada,Asian
3431,45,Male,Master's Degree,Director of HR,14,140000,Canada,Asian
3432,26,Female,Bachelor's Degree,Web Developer,3,55000,Australia,Asian
3433,38,Male,PhD,Senior Human Resources Manager,11,115000,Australia,White
3434,27,Female,Master's Degree,Senior HR Generalist,4,70000,Canada,White
3435,33,Male,High School,Junior HR Coordinator,3,38000,Australia,Australian
3436,42,Female,Master's Degree,Director of HR,13,135000,China,Chinese
3437,29,Male,Bachelor's Degree,Junior Web Developer,2,45000,Canada,White
3438,36,Female,Master's Degree,Web Developer,7,85000,Canada,Black
3439,30,Male,High School,Junior HR Generalist,1,32000,USA,Asian
3440,43,Female,PhD,Senior Human Resources Manager,15,150000,UK,Welsh
3441,34,Male,Bachelor's Degree,Web Developer,4,65000,Canada,White
3442,25,Female,Master's Degree,Junior HR Generalist,1,32000,USA,Asian
3443,37,Male,PhD,Director of HR,12,120000,UK,Asian
3444,24,Female,Bachelor's Degree,Junior Web Developer,1,40000,Australia,Australian
3445,39,Male,Master's Degree,Senior HR Generalist,9,95000,China,White
3446,31,Male,High School,Junior HR Generalist,2,35000,USA,African American
3447,44,Female,PhD,Director of HR,14,140000,Australia,White
3448,28,Male,Bachelor's Degree,Web Developer,3,55000,China,Korean
3449,32,Female,Master's Degree,Senior Human Resources Manager,6,80000,China,Korean
3450,45,Male,PhD,Director of HR,13,135000,UK,Asian
3451,26,Female,Bachelor's Degree,Junior Web Developer,2,45000,Canada,Asian
3452,38,Male,Master's Degree,Senior HR Generalist,8,95000,USA,Hispanic
3453,27,Female,High School,Junior HR Generalist,1,32000,UK,White
3454,33,Male,Bachelor's Degree,Web Developer,5,70000,China,Chinese
3455,42,Female,Master's Degree,Director of HR,12,120000,Canada,Asian
3456,29,Male,Master's Degree,Senior Human Resources Manager,4,70000,Canada,Asian
3457,36,Female,Master's Degree,Web Developer,7,85000,USA,African American
